"","study","group","age","born","died","findings","autopsy"
"761","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","8/29/1965","8/30/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M72.pdf"
"762","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1215","8/29/1965","12/26/1968","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M73.pdf"
"763","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2181","8/29/1965","8/19/1971","squamous cell carcinoma maxilla; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M74.pdf"
"764","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1193","1/2/1966","4/9/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M81.pdf"
"765","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","926","1/2/1966","7/16/1968","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M82.pdf"
"766","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","2/25/1966","2/25/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M85.pdf"
"767","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2331","2/25/1966","7/14/1972","osteosarcoma (amputation death); terminated 7/14/72: osteosarcoma (amputation death); amputation 7/14/72","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M86.pdf"
"768","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1088","2/25/1966","2/17/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M87.pdf"
"769","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","7/6/1966","7/6/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M90.pdf"
"770","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","7/6/1966","7/6/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M91.pdf"
"771","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","6/13/1967","6/13/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M93.pdf"
"772","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","2219","6/13/1967","7/10/1973","undetermined (emaciation)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M94.pdf"
"773","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","836","6/13/1967","9/26/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M95.pdf"
"774","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1325","6/13/1967","1/28/1971","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50M96.pdf"
"775","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1549","10/9/1967","1/5/1972","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50X01.pdf"
"776","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3526","10/9/1967","6/4/1977","ulcerative gastritis; terminated 5/31/77: osteosarcoma ulna pathologic fracture; amputation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50X02.pdf"
"777","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","3369","10/9/1967","12/29/1976","nasal carcinoma frontal sinus; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50X03.pdf"
"778","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","4","10/9/1967","10/13/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000596/D50Y04.pdf"
"779","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","667","10/9/1967","8/6/1969","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/D50Y05.pdf"
"780","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","4","10/9/1967","10/13/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/D50Y06.pdf"
"781","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","1","10/15/1967","10/16/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/D50Y07.pdf"
"782","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","0","10/15/1967","10/15/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/D50Y08.pdf"
"783","2 davis-1961 strontium-90, dietary","9 656 uci/kg total ingested with food (in-utero to 540 days)","898","10/15/1967","3/31/1970","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/D50Y09.pdf"
"784","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","4","12/11/1963","12/15/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F03.pdf"
"785","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2737","12/11/1963","6/9/1971","metastatic osteosarcoma; terminated 1/15/71; osteosarcoma humerus; amputation 1/15/71, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F04.pdf"
"786","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","1","4/13/1964","4/14/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F08.pdf"
"787","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3671","4/13/1964","5/2/1974","fibrosarcoma mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F09.pdf"
"788","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2654","6/3/1964","9/9/1971","radiation osteodystrophy temporal bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F13.pdf"
"789","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3695","6/3/1964","7/16/1974","metastatic osteosarcoma; terminated 1/09/74: osteosarcoma femur; amputation 1/09/74, removed from","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F14.pdf"
"790","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3208","6/3/1964","3/16/1973","degenerative arthropathy 2nd cervical vertebra (leg amputation at age 7.4 y, radiation osteodystrophy;","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F15%20%231.pdf"
"791","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","7/14/1964","7/14/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F18.pdf"
"792","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","4713","7/14/1964","6/9/1977","osteosarcoma mandible","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F19.pdf"
"793","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3168","10/28/1963","6/30/1972","radiation osteodystrophy ulna & radius","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F1.pdf"
"794","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","52","8/30/1964","10/21/1964","anemia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F24.pdf"
"795","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2006","8/30/1964","2/26/1970","osteosarcoma pelvis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F25.pdf"
"796","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3358","8/30/1964","11/9/1973","osteosarcoma radius and 6th cervical vertebra; terminated 9/25/72: osteosarcoma radius; amputation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F26.pdf"
"797","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3","8/24/1965","8/27/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F28.pdf"
"798","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3184","8/24/1965","5/13/1974","osteosarcoma 3rd cervical vertebra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F29.pdf"
"799","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3297","9/10/1965","9/20/1974","osteosarcoma frontal bone; terminated 7/25/74: osteosarcoma radius; amputation 7/25/74, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30F34.pdf"
"800","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2521","10/28/1963","9/22/1970","metastatic sclerosing osteosarcoma vertebra c-2","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M02.pdf"
"801","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2633","12/11/1963","2/25/1971","osteosarcoma 4th cervical vertebra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M05.pdf"
"802","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2653","12/11/1963","3/17/1971","metastatic osteosarcoma; terminated 8/07/70: osteosarcoma humerus; amputation 8/07/70, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M06.pdf"
"803","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2","12/11/1963","12/13/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M07.pdf"
"804","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3279","4/13/1964","4/5/1973","myelopahty (intervertebral disc disease); terminated 8/23/72; ostosarcoma tibia; amputation 8/23/72","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M10.pdf"
"805","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","4/13/1964","4/13/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M11.pdf"
"806","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","4/13/1964","4/13/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M12.pdf"
"807","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2494","6/3/1964","4/2/1971","metastatic osteosarcoma; terminated 1/11/71: osteosarcoma radius; amputation 1/11/71, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M16.pdf"
"808","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2546","6/3/1964","5/24/1971","osteosarcoma ischium","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M17.pdf"
"809","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","7/14/1964","7/14/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M20.pdf"
"810","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","7/14/1964","7/14/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M21.pdf"
"811","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","7/14/1964","7/14/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M22.pdf"
"812","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3650","7/14/1964","7/12/1974","osteosarcoma 4th cervical vertebra; terminated 6/05/74: osteosarcoma radius & ulna; amputation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M23.pdf"
"813","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","0","8/30/1964","8/30/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M27.pdf"
"814","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2465","8/24/1965","5/24/1972","squamous cell carcinoma periodontal origin & osteosarcoma femur","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M30.pdf"
"815","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","3018","8/24/1965","11/28/1973","metastatic osteosarcoma; terminated 6/08/73: osteosarcoma tibia; amputation 6/08/73, removed from","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M31.pdf"
"816","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","2799","8/24/1965","4/23/1973","osteosarcoma ischium","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M32.pdf"
"817","4 davis-1963 radium-226, injection","5 1.12 uci/kg total injected (8 semi-monthly injections) 435 days old","848","8/24/1965","12/20/1967","routine sacrifice","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000597/R30M33.pdf"
"818","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","76","1/28/1961","4/14/1961","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F01.pdf"
"819","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","5267","1/28/1961","7/1/1975","metastatic carcinoma (hepatocellular or adrenal cortical)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F02.pdf"
"820","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","0","1/28/1961","1/28/1961","removed 11/12/68: culled (epilepsy), removed from study","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F03.pdf"
"821","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","196","2/1/1961","8/16/1961","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F07.pdf"
"822","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","5819","2/1/1961","1/7/1977","severe purkinje cell degeneration (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F08.pdf"
"823","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","5883","2/16/1961","3/27/1977","acute bronchopneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F12.pdf"
"824","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","47","2/16/1961","4/4/1961","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F13.pdf"
"825","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","5929","2/16/1961","5/12/1977","acute/chronic bronchopneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F14.pdf"
"826","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","4855","2/16/1961","6/3/1974","aortic thrombosis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F15.pdf"
"827","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","3621","6/20/1962","5/19/1972","hepatocellular adenoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F17.pdf"
"828","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","4682","6/20/1962","4/15/1975","transitional cell carcinoma urinary bladder","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F18.pdf"
"829","2 davis-1961 strontium-90, dietary","2 1 uci/kg total ingested with food (in-utero to 540 days)","3957","6/20/1962","4/20/1973","metastatic pancreatic carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000/D05F19.pdf"
