"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"4326","1986-11-28","Euthanized for Non-Conformance","811","F","320","0","CULLED
",NULL,"99","99","12","3994","3934"
"4327","1986-11-28","less than 7 days old","2","F","10","0","TRAUMA, PNEUMONIA
",NULL,"0","99","1","3994","3934"
"4328","1986-11-28","Euthanized for Non-Conformance","803","F","10","0","CULLED
",NULL,"0","99","1","3994","3934"
"4329","1986-11-28","Euthanized for Non-Conformance","803","F","10","0","CULLED
",NULL,"0","99","1","3994","3934"
"4330","1986-11-28","Euthanized for Non-Conformance","803","F","10","0","CULLED
",NULL,"0","99","1","3994","3934"
"4331","1986-11-28","Euthanized for Non-Conformance","811","F","320","0","CULLED
",NULL,"99","99","12","3994","3934"
"4332","1986-12-15","Euthanized for Non-Conformance","794","F","320","0","CULLED
",NULL,"99","99","12","4002","3934"
"4333","1986-12-15","Euthanized for Non-Conformance","794","F","320","0","CULLED
",NULL,"99","99","12","4002","3934"
"4334","1986-12-15","Control Sacrifice","543","F","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4335","1986-12-15","Control Sacrifice","543","F","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4336","1986-12-15","Euthanized for Non-Conformance","715","M","5800","0","CULLED
",NULL,"99","98","1","4002","3934"
"4337","1986-12-15","Euthanized for Non-Conformance","224","M","10","0","CULLED
",NULL,"0","99","1","4002","3934"
"4338","1986-12-15","Euthanized for Non-Conformance","794","M","3730","0","
","cobalt_chronic","99","54","5","4002","3934"
"4339","1986-12-15","Euthanized for Non-Conformance","794","M","3730","0","CULLED
","cobalt_chronic","99","54","5","4002","3934"
"4340","1987-02-19","Euthanized for Non-Conformance","728","F","320","0","CULLED
",NULL,"99","99","12","3974","3688"
"4341","1987-02-19","Sacrificed Moribund","22","F","10","1","STARVATION, EMPHYSEMA
",NULL,"0","99","1","3974","3688"
"4342","1987-02-19","Euthanized for Non-Conformance","728","F","320","0","CULLED
",NULL,"99","99","12","3974","3688"
"4343","1987-02-19","Euthanized for Non-Conformance","728","M","3730","0","
","cobalt_chronic","99","54","5","3974","3688"
"4344","1987-02-19","Euthanized for Non-Conformance","728","M","3730","0","CULLED
","cobalt_chronic","99","54","5","3974","3688"
"4345","1987-05-03","less than 7 days old","0","M","10","0","SUBDURAL HEMORRHAGE
",NULL,"0","99","1","4104","3688"
"4346","1987-05-03","less than 7 days old","3","F","10","0","SUBDURAL HEMORRHAGE
",NULL,"0","99","1","4104","3688"
"4347","1987-05-03","Euthanized for Non-Conformance","655","F","320","0","CULLED
",NULL,"99","99","12","4104","3688"
"4348","1987-05-03",,"745","M","10","0","
",NULL,"0","99","1","4104","3688"
"4349","1987-05-03","Transferred","1360","M","10","0","
",NULL,"0","99","1","4104","3688"
"4350","1987-05-03","less than 7 days old","2","M","10","0","SUBDURAL HEMORRHAGE
",NULL,"0","99","1","4104","3688"
"4351","1987-05-03",,"1166","M","10","0","
",NULL,"99","99","1","4104","3688"
"4352","1987-05-09","less than 7 days old","0","F","10","0","DEVELOPEMENTAL ANOMALY
",NULL,"0","99","1","3995","3934"
"4353","1987-05-09","Accident","53","F","10","0","ANESTHETIC DEATH
",NULL,"0","99","1","3995","3934"
"4354","1987-05-09",,"1272","F","10","0","
",NULL,"0","99","1","3995","3934"
"4355","1987-05-09",,"1272","F","10","0","
",NULL,"0","99","1","3995","3934"
"4356","1987-05-09","Transferred","1362","F","10","0","
",NULL,"0","99","1","3995","3934"
"4357","1987-05-09","Radiation","757","M","10","23","HEMORRHAGIC DIATHESIS, PNEUMONIA
",NULL,"99","99","1","3995","3934"
"4358","1987-05-09","Transferred","1354","M","10","0","
",NULL,"0","99","1","3995","3934"
"4359","1987-05-09","Stillborn","0","M","10","0","STILLBORN, CANNIBALISM
",NULL,"0","99","1","4105","3688"
"4360","1987-05-09",,"981","F","10","0","
",NULL,"99","99","1","4105","3688"
"4361","1987-05-09","Euthanized for Non-Conformance","649","F","320","0","CULLED
",NULL,"99","99","12","4105","3688"
"4362","1987-05-09","Euthanized for Non-Conformance","649","F","10","0","CULLED
",NULL,"0","99","1","4105","3688"
"4363","1987-05-09",,"1150","M","320","0","
",NULL,"99","99","12","4105","3688"
"4364","1987-05-09","Sacrificed Moribund","710","M","10","37","HEMORRHAGIC DIATHESIS
",NULL,"99","99","1","4105","3688"
"4365","1987-05-09","Radiation","709","M","10","11","HEMORRHAGIC DIATHESIS, SEPTICEMIA
",NULL,"99","99","1","4105","3688"
"4366","1987-05-23","Stillborn","0","M","10","0","STILLBORN, DYSTOCIA
",NULL,"0","99","1","3822","4003"
"4367","1987-05-23","less than 7 days old","1","F","10","0","SUBDURAL HEMORRHAGE, PULMONARY CONGESTION.",NULL,"0","99","1","3822","4003"
"4368","1987-05-23","less than 7 days old","3","F","10","0","CANNIBALIZED
",NULL,"0","99","1","3822","4003"
"4369","1987-05-23","Transferred","1348","F","220","0","
",NULL,"0","99","3","3822","4003"
"4370","1987-05-23","less than 7 days old","3","F","10","0","CANNIBALIZED
",NULL,"0","99","1","3822","4003"
"4371","1987-05-23","less than 7 days old","3","M","10","0","CANNIBALIZED
",NULL,"0","99","1","3822","4003"
"4372","1987-05-23","less than 7 days old","3","M","10","0","CANNIBALIZED
",NULL,"0","99","1","3822","4003"
"4373","1987-05-23","less than 7 days old","4","M","10","0","STARVATION
",NULL,"0","99","1","3822","4003"
"4374","1987-05-23","less than 7 days old","1","M","10","0","CONGENITAL ANOMALY
",NULL,"0","99","1","3937","3934"
"4375","1987-05-23","Transferred","1348","M","10","0","
",NULL,"0","99","1","3937","3934"
"4376","1987-05-23","Accident","625","M","10","0","ANAPHALAXIS HYPOXIA
",NULL,"99","99","1","3937","3934"
"4377","1987-05-31","Sacrificed Moribund","44","F","10","0","STARVATION, HYDROCEPHALUS
",NULL,"0","99","1","3878","3968"
"4378","1987-05-31","Transferred","1340","F","220","0","
",NULL,"0","99","3","3878","3968"
"4379","1987-05-31","less than 7 days old","2","M","10","0","STARVATION
",NULL,"0","99","1","3878","3968"
"4380","1987-05-31","less than 7 days old","1","M","10","0","STARVATION
",NULL,"0","99","1","3878","3968"
"4381","1987-05-31","Transferred","1340","M","210","0","
",NULL,"0","99","2","3878","3968"
"4382","1987-05-31","Transferred","1340","M","10","0","
",NULL,"0","99","1","3878","3968"
"4383","1987-07-16","less than 7 days old","2","F","10","0","STARVATION
",NULL,"0","99","1","3900","4003"
"4384","1987-07-16","Sacrificed Moribund","59","F","10","0","COCCIDIOSIS, STARVATION
",NULL,"0","99","1","3900","4003"
"4385","1987-07-16","less than 7 days old","3","F","10","0","STARVATION
",NULL,"0","99","1","3900","4003"
"4386","1987-07-16","Transferred","1294","F","220","0","
",NULL,"0","99","3","3900","4003"
"4387","1987-07-16","Sacrificed Moribund","62","F","10","0","COCCIDIOSIS, ANESTHETIC COMPLICATION
",NULL,"0","99","1","3900","4003"
"4388","1987-07-16","less than 7 days old","1","F","10","0","CANNIBALIZED
",NULL,"0","99","1","3900","4003"
"4389","1987-07-16","less than 7 days old","1","F","10","0","DYSTOCIA
",NULL,"0","99","1","3900","4003"
"4390","1987-07-16","Euthanized for Non-Conformance","581","F","320","0","CULLED
",NULL,"99","99","12","3900","4003"
"4391","1987-07-16","less than 7 days old","2","M","10","0","STARVATION, SUBDURAL HEMORRHAGE
",NULL,"0","99","1","3900","4003"
"4392","1987-07-16","Sacrificed Moribund","63","M","10","0","COCCIDIOSIS, ANESTHETIC COMPLICATION
",NULL,"0","99","1","3900","4003"
"4393","1987-07-16","Age","49","M","10","0","CULLED (PROLAPSED RECTUM, COCCIDIOSIS)
",NULL,"0","99","1","3900","4003"
"4394","1987-07-17","less than 7 days old","0","F","10","0","DYSTOCIA
",NULL,"0","99","1","4002","3934"
"4395","1987-07-17","less than 7 days old","0","F","10","0","DYSTOCIA
",NULL,"0","99","1","4002","3934"
"4396","1987-07-17","less than 7 days old","3","F","10","0","STARVATION
",NULL,"0","99","1","4002","3934"
"4397","1987-07-17","Transferred","1293","F","320","0","
",NULL,"99","99","12","4002","3934"
"4398","1987-07-17","Transferred","1293","F","320","0","
",NULL,"99","99","12","4002","3934"
"4399","1987-07-17","Sacrificed Moribund","696","M","10","25","BONE MARROW APLASIA, HEMORRHAGIC DIATHESIS",NULL,"99","99","1","4002","3934"
"4400","1987-07-17","Radiation","955","M","10","43","ANEMIA / SEPTICEMIA
",NULL,"99","99","1","4002","3934"
"4401","1987-07-26","Transferred","1284","F","10","0","
",NULL,"99","99","1","3994","3934"
"4402","1987-07-26","Control Sacrifice","1101","F","10","37","SACRIFICED
",NULL,"99","99","1","3994","3934"
"4403","1987-07-26","Sacrificed Moribund","57","F","10","2","COCCIDIOSIS
",NULL,"0","99","1","3994","3934"
"4404","1987-07-26","Serial Sacrifice","1041","F","10","31","SACRIFICED
",NULL,"99","99","1","3994","3934"
"4405","1987-07-26","Transferred","1276","M","10","0","
",NULL,"99","99","1","3994","3934"
"4406","1987-07-26","Transferred","1284","M","10","0","
",NULL,"0","99","1","3994","3934"
"4407","1987-11-22","Control Sacrifice","983","F","10","40","SACRIFICED
",NULL,"99","99","1","3937","3934"
"4408","1987-11-22","Serial Sacrifice","922","F","10","28","SACRIFICED
",NULL,"99","99","1","3937","3934"
"4409","1987-11-22","Experimental Conditions","795","F","10","40","
",NULL,"99","99","1","3937","3934"
"4410","1987-11-22","Transferred","1165","F","220","0","
",NULL,"0","99","3","3937","3934"
"4411","1987-11-22",,"752","M","3119","0","
",NULL,"99","52","23","3937","3934"
"4412","1987-11-22","less than 7 days old","8","M","10","0","STARVATION
",NULL,"0","99","1","3937","3934"
"4413","1987-11-22",,"803","M","3119","0","
",NULL,"99","52","23","3937","3934"
"4414","1987-11-22",,"717","M","3119","0","
",NULL,"99","52","23","3937","3934"
"4415","1987-11-28",,"779","F","10","0","
",NULL,"99","99","1","4104","3688"
"4416","1987-11-28","less than 7 days old","3","F","10","0","PNEUMONIA, STARVATION
",NULL,"0","99","1","4104","3688"
"4417","1987-11-28","Transferred","1159","F","10","0","
",NULL,"0","99","1","4104","3688"
"4418","1987-11-28",,"834","F","10","0","
",NULL,"99","99","1","4104","3688"
"4419","1987-11-28",,"708","M","3119","0","
",NULL,"99","52","23","4104","3688"
"4420","1987-11-28","Sacrificed Moribund","592","M","3119","23","ACUTE HEMORRHAGIC ASPIRATION PNEUMONIA
",NULL,"99","52","23","4104","3688"
"4421","1987-12-01","Age","176","F","10","0","ESOPHAGEAL ACHALASIA
",NULL,"0","99","1","4105","3688"
"4422","1987-12-01","Transferred","1156","F","220","0","
",NULL,"0","99","3","4105","3688"
"4423","1987-12-01",,"699","M","3119","0","
",NULL,"99","52","23","4105","3688"
"4424","1987-12-09","Sacrificed Moribund","105","F","10","0","SUPPURATIVE PNEUMONIA
",NULL,"0","99","1","3995","3934"
"4425","1987-12-09","Transferred","1148","F","220","0","
",NULL,"0","99","3","3995","3934"
"4426","1987-12-09","Radiation","690","M","3119","2","SUPPURATIVE PNEUMONIA, HEMO.DIATHESIS
",NULL,"99","52","23","3995","3934"
"4427","1987-12-09","Transferred","1140","M","3119","0","
",NULL,"99","52","23","3995","3934"
"4428","1987-12-09","Age","957","M","10","40","APLASIA, HEM0RRHAGIC DIASTHESIS
",NULL,"99","99","1","3995","3934"
"4429","1987-12-09","Transferred","1148","M","10","0","
",NULL,"0","99","1","3995","3934"
"4430","1987-12-09","Transferred","1148","M","3120","0","
",NULL,"0","52","24","3995","3934"
"4431","1988-02-08","Stillborn","0","M","10","0","STILLBORN
",NULL,"0","99","1","4002","3934"
"4432","1988-02-08","Experimental Sacrifice","365","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4433","1988-02-08","Experimental Sacrifice","365","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4434","1988-02-08","Experimental Sacrifice","365","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4435","1988-02-08","Experimental Sacrifice","365","M","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4436","1988-02-08","Experimental Sacrifice","365","M","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4437","1988-02-08","less than 7 days old","3","M","3720","0","TRAUMA
","cobalt_fractionated","0","54","4","4002","3934"
"4438","1988-02-08","Experimental Sacrifice","365","M","3720","0","CULLED
","cobalt_fractionated","0","54","4","4002","3934"
"4439","1988-02-13","Parturition","0","F","10","0","DYSTOCIA
",NULL,"0","99","1","3917","3934"
"4440","1988-02-13","Transferred","1082","F","220","0","
",NULL,"0","99","3","3917","3934"
"4441","1988-02-13","less than 7 days old","3","F","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3917","3934"
"4442","1988-02-13","less than 7 days old","3","M","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3917","3934"
"4443","1988-02-13","less than 7 days old","2","M","10","0","PNEUMONIA
",NULL,"0","99","1","3917","3934"
"4444","1988-02-13","less than 7 days old","2","M","10","0","STARVATION, PNEUMONIA
",NULL,"0","99","1","3917","3934"
"4445","1988-02-13","Sacrificed Moribund","751","M","3120","9","PANCYTOPENIA
","cobalt_chronic","99","52","24","3917","3934"
"4446","1988-02-13","Transferred","1074","M","3120","0","
",NULL,"0","52","24","3917","3934"
"4447","1988-02-14","Transferred","1081","F","220","0","
",NULL,"0","99","3","3974","3688"
"4448","1988-02-14","Transferred","1081","F","10","0","
",NULL,"0","99","1","3974","3688"
"4449","1988-02-14","Transferred","1073","M","3120","0","
",NULL,"0","52","24","3974","3688"
"4450","1988-02-14","Sacrificed Moribund","880","M","3120","40","ANEMIA, HEMORRHAGIC DIASTHESIS
",NULL,"99","52","24","3974","3688"
"4451","1988-02-14","less than 7 days old","539","M","3120","0","PNEUMONIA, STARVATION
",NULL,"99","52","24","3974","3688"
"4452","1988-03-03","Experimental Sacrifice","341","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4453","1988-03-03","Experimental Sacrifice","341","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4454","1988-03-03","Experimental Sacrifice","341","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4455","1988-03-03","Experimental Sacrifice","341","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4456","1988-03-03","Euthanized for Non-Conformance","341","F","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4457","1988-03-03","Experimental Sacrifice","341","M","3720","0","CULLED
","cobalt_fractionated","0","54","4","3900","4003"
"4458","1988-03-03","Sacrificed Moribund","13","M","3720","5","PNEUMONIA
","cobalt_fractionated","0","54","4","3900","4003"
"4459","1988-03-03","Sacrificed Moribund","68","M","3720","7","UNDETERMINED
","cobalt_fractionated","0","54","4","3900","4003"
"4460","1988-03-12","Transferred","1054","F","10","0","
",NULL,"0","99","1","3994","3934"
"4461","1988-03-12","Transferred","1054","F","220","0","
",NULL,"0","99","3","3994","3934"
"4462","1988-03-12","Sacrificed Moribund","698","M","3120","12","BM HYPOPLASIA
","cobalt_chronic","99","52","24","3994","3934"
"4463","1988-03-12","Age","48","M","10","0","PNEUMONIA, STARVATION
",NULL,"0","99","1","3994","3934"
"4464","1988-03-12","Sacrificed Moribund","720","M","3120","8","PANCYTOPENIA
","cobalt_chronic","99","52","24","3994","3934"
"4465","1988-05-31","less than 7 days old","1","F","10","0","TRAUMA
",NULL,"0","99","1","3937","3934"
"4466","1988-05-31","Age","76","F","10","2","ENTERITIS (PARVO)
",NULL,"0","99","1","3937","3934"
"4467","1988-05-31","less than 7 days old","5","M","10","0","TRAUMA
",NULL,"0","99","1","3937","3934"
"4468","1988-05-31","Transferred","974","M","210","0","
",NULL,"0","99","2","3937","3934"
"4469","1988-05-31","Sacrificed Moribund","76","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3937","3934"
"4470","1988-05-31","Radiation","594","M","10","10","HEMORRHAGIC DIATHESIS, PNEUMONIA
","cobalt_chronic","99","99","1","3937","3934"
"4471","1988-05-31","Sacrificed Moribund","75","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3937","3934"
"4472","1988-05-31","less than 7 days old","4","M","10","0","PNEUMONIA, STARVATION
",NULL,"0","99","1","3937","3934"
"4473","1988-06-01","Sacrificed Moribund","73","F","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4474","1988-06-01","Sacrificed Moribund","73","F","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4475","1988-06-01","Sacrificed Moribund","73","F","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4476","1988-06-01","Sacrificed Moribund","73","F","10","0","INTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4477","1988-06-01","Age","75","M","10","4","PNEUMONIA, PERICARDITIS
",NULL,"0","99","1","3842","3968"
"4478","1988-06-01","Sacrificed Moribund","70","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4479","1988-06-01","Sacrificed Moribund","75","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","3842","3968"
"4480","1988-06-07","Transferred","967","F","220","0","
",NULL,"0","99","3","4104","3688"
"4481","1988-06-07","less than 7 days old","3","M","10","0","PNEUMONIA, STARVATION
",NULL,"0","99","1","4104","3688"
"4482","1988-06-07","Sacrificed Moribund","69","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","4104","3688"
"4483","1988-06-07","Age","69","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","4104","3688"
"4484","1988-06-07","Sacrificed Moribund","71","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","4104","3688"
"4485","1988-06-07","Sacrificed Moribund","69","M","10","0","ENTERITIS (PARVO)
",NULL,"0","99","1","4104","3688"
"4486","1988-06-07","Transferred","967","M","210","0","
",NULL,"0","99","2","4104","3688"
